,LINK,sector,company_code,company_name
220,http://www.moneycontrol.com/india/stockpricequote/constructioncontractingrealestate/indiabullsrealestate/IRE01,constructioncontractingrealestate,IRE01,indiabullsrealestate
221,http://www.moneycontrol.com/india/stockpricequote/financeinvestments/indiabullsventures/IS13,financeinvestments,IS13,indiabullsventures
222,http://www.moneycontrol.com/india/stockpricequote/bankspublicsector/indianbank/IB04,bankspublicsector,IB04,indianbank
223,http://www.moneycontrol.com/india/stockpricequote/hotels/indianhotelscompany/IHC,hotels,IHC,indianhotelscompany
224,http://www.moneycontrol.com/india/stockpricequote/textilesspinningcottonblended/indocountindustries/ICI07,textilesspinningcottonblended,ICI07,indocountindustries
225,http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/indocoremedies/IR05,pharmaceuticals,IR05,indocoremedies
226,http://www.moneycontrol.com/india/stockpricequote/banksprivatesector/indusindbank/IIB,banksprivatesector,IIB,indusindbank
227,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/infibeamincorporation/IIL03,miscellaneous,IIL03,infibeamincorporation
228,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/infoedgeindia/IEI01,miscellaneous,IEI01,infoedgeindia
229,http://www.moneycontrol.com/india/stockpricequote/computerssoftware/infosys/IT,computerssoftware,IT,infosys
230,http://www.moneycontrol.com/india/stockpricequote/compressors/ingersollrandindia/IRI01,compressors,IRI01,ingersollrandindia
231,http://www.moneycontrol.com/india/stockpricequote/mediaentertainment/inoxleisure/INO01,mediaentertainment,INO01,inoxleisure
232,http://www.moneycontrol.com/india/stockpricequote/powergenerationdistribution/inoxwind/IW,powergenerationdistribution,IW,inoxwind
233,http://www.moneycontrol.com/india/stockpricequote/computerssoftware/intellectdesignarena/IDA,computerssoftware,IDA,intellectdesignarena
234,http://www.moneycontrol.com/india/stockpricequote/transportlogistics/interglobeaviation/IA04,transportlogistics,IA04,interglobeaviation
235,http://www.moneycontrol.com/india/stockpricequote/bankspublicsector/indianoverseasbank/IOB,bankspublicsector,IOB,indianoverseasbank
236,http://www.moneycontrol.com/india/stockpricequote/refineries/indianoilcorporation/IOC,refineries,IOC,indianoilcorporation
237,http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/ipcalaboratories/IL,pharmaceuticals,IL,ipcalaboratories
238,http://www.moneycontrol.com/india/stockpricequote/infrastructuregeneral/irbinfrastructuredevelopers/IID01,infrastructuregeneral,IID01,irbinfrastructuredevelopers
239,http://www.moneycontrol.com/india/stockpricequote/engineeringheavy/isgecheavyengineering/SIS06,engineeringheavy,SIS06,isgecheavyengineering
240,http://www.moneycontrol.com/india/stockpricequote/cigarettes/itc/ITC,cigarettes,ITC,itc
241,http://www.moneycontrol.com/india/stockpricequote/constructioncontractingcivil/itdcementationindia/ITD03,constructioncontractingcivil,ITD03,itdcementationindia
242,http://www.moneycontrol.com/india/stockpricequote/constructioncontractingcivil/jkumarinfraprojects/KI01,constructioncontractingcivil,KI01,jkumarinfraprojects
243,http://www.moneycontrol.com/india/stockpricequote/cementmajor/jkcement/JKC03,cementmajor,JKC03,jkcement
244,http://www.moneycontrol.com/india/stockpricequote/mediaentertainment/jagranprakashan/JP12,mediaentertainment,JP12,jagranprakashan
245,http://www.moneycontrol.com/india/stockpricequote/steelgpgcsheets/jaicorp/JC08,steelgpgcsheets,JC08,jaicorp
246,http://www.moneycontrol.com/india/stockpricequote/plastics/jainirrigationsystems/JIS02,plastics,JIS02,jainirrigationsystems
247,http://www.moneycontrol.com/india/stockpricequote/infrastructuregeneral/jaiprakashassociates/JA02,infrastructuregeneral,JA02,jaiprakashassociates
248,http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/jbchemicalspharmaceuticals/JBC01,pharmaceuticals,JBC01,jbchemicalspharmaceuticals
249,http://www.moneycontrol.com/india/stockpricequote/textilesmanmade/jbfindustries/JBF,textilesmanmade,JBF,jbfindustries
250,http://www.moneycontrol.com/india/stockpricequote/transportlogistics/jetairways/JA01,transportlogistics,JA01,jetairways
251,http://www.moneycontrol.com/india/stockpricequote/steellarge/jindalstainlesshisar/JSH,steellarge,JSH,jindalstainlesshisar
252,http://www.moneycontrol.com/india/stockpricequote/packaging/jindalpolyfilms/JPF01,packaging,JPF01,jindalpolyfilms
253,http://www.moneycontrol.com/india/stockpricequote/steeltubespipes/jindalsaw/JS08,steeltubespipes,JS08,jindalsaw
254,http://www.moneycontrol.com/india/stockpricequote/steelspongeiron/jindalsteelpower/JSP,steelspongeiron,JSP,jindalsteelpower
255,http://www.moneycontrol.com/india/stockpricequote/banksprivatesector/jammukashmirbank/JKB,banksprivatesector,JKB,jammukashmirbank
256,http://www.moneycontrol.com/india/stockpricequote/cementmajor/jklakshmicement/JKL01,cementmajor,JKL01,jklakshmicement
257,http://www.moneycontrol.com/india/stockpricequote/tyres/jktyreindustries/JKT01,tyres,JKT01,jktyreindustries
258,http://www.moneycontrol.com/india/stockpricequote/financeinvestments/jmfinancial/JMF,financeinvestments,JMF,jmfinancial
259,http://www.moneycontrol.com/india/stockpricequote/consumergoodswhitegoods/johnsoncontrolshitachiairconditioningindia/HHL,consumergoodswhitegoods,HHL,johnsoncontrolshitachiairconditioningindia
260,http://www.moneycontrol.com/india/stockpricequote/powergenerationdistribution/jswenergy/JE01,powergenerationdistribution,JE01,jswenergy
261,http://www.moneycontrol.com/india/stockpricequote/steellarge/jswsteel/JSW01,steellarge,JSW01,jswsteel
262,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/jubilantfoodworks/JF04,miscellaneous,JF04,jubilantfoodworks
263,http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/jubilantlifesciences/JO03,pharmaceuticals,JO03,jubilantlifesciences
264,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/justdial/JD,miscellaneous,JD,justdial
265,http://www.moneycontrol.com/india/stockpricequote/personalcare/jyothylaboratories/JL,personalcare,JL,jyothylaboratories
266,http://www.moneycontrol.com/india/stockpricequote/ceramicsgranite/kajariaceramics/KC06,ceramicsgranite,KC06,kajariaceramics
267,http://www.moneycontrol.com/india/stockpricequote/powertransmissionequipment/kalpatarupowertransmission/KPT,powertransmissionequipment,KPT,kalpatarupowertransmission
268,http://www.moneycontrol.com/india/stockpricequote/paintsvarnishes/kansainerolacpaints/KNP,paintsvarnishes,KNP,kansainerolacpaints
269,http://www.moneycontrol.com/india/stockpricequote/banksprivatesector/karnatakabank/KB04,banksprivatesector,KB04,karnatakabank
270,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/kaveriseedcompany/KSC01,miscellaneous,KSC01,kaveriseedcompany
271,http://www.moneycontrol.com/india/stockpricequote/powertransmissionequipment/kecinternational/KEC04,powertransmissionequipment,KEC04,kecinternational
272,http://www.moneycontrol.com/india/stockpricequote/diversified/kesoramindustries/KI08,diversified,KI08,kesoramindustries
273,http://www.moneycontrol.com/india/stockpricequote/engines/kirloskaroilengines/KOE03,engines,KOE03,kirloskaroilengines
274,http://www.moneycontrol.com/india/stockpricequote/textilesreadymadeapparels/kitexgarments/KG01,textilesreadymadeapparels,KG01,kitexgarments
275,http://www.moneycontrol.com/india/stockpricequote/banksprivatesector/kotakmahindrabank/KMB,banksprivatesector,KMB,kotakmahindrabank
276,http://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/kpittechnologies/KPI02,computerssoftwaremediumsmall,KPI02,kpittechnologies
277,http://www.moneycontrol.com/india/stockpricequote/textilesreadymadeapparels/kprmill/M15,textilesreadymadeapparels,M15,kprmill
278,http://www.moneycontrol.com/india/stockpricequote/foodprocessing/krbl/KRB01,foodprocessing,KRB01,krbl
279,http://www.moneycontrol.com/india/stockpricequote/foodprocessing/kwality/KDI01,foodprocessing,KDI01,kwality
280,http://www.moneycontrol.com/india/stockpricequote/financeinvestments/ltfinanceholdings/LFH,financeinvestments,LFH,ltfinanceholdings
281,http://www.moneycontrol.com/india/stockpricequote/computerssoftware/larsentoubroinfotech/LI12,computerssoftware,LI12,larsentoubroinfotech
282,http://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/lttechnologyservices/LTS,computerssoftwaremediumsmall,LTS,lttechnologyservices
283,http://www.moneycontrol.com/india/stockpricequote/glassglassproducts/laopalarg/LOR,glassglassproducts,LOR,laopalarg
284,http://www.moneycontrol.com/india/stockpricequote/textilesmachinery/lakshmimachineworks/LMW,textilesmachinery,LMW,lakshmimachineworks
285,http://www.moneycontrol.com/india/stockpricequote/banksprivatesector/lakshmivilasbank/LVB,banksprivatesector,LVB,lakshmivilasbank
286,http://www.moneycontrol.com/india/stockpricequote/infrastructuregeneral/larsentoubro/LT,infrastructuregeneral,LT,larsentoubro
287,http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/lauruslabs/LL05,pharmaceuticals,LL05,lauruslabs
288,http://www.moneycontrol.com/india/stockpricequote/financehousing/lichousingfinance/LIC,financehousing,LIC,lichousingfinance
289,http://www.moneycontrol.com/india/stockpricequote/chemicals/lindeindia/BOC,chemicals,BOC,lindeindia
290,http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/lupin/L,pharmaceuticals,L,lupin
291,http://www.moneycontrol.com/india/stockpricequote/autocarsjeeps/mahindramahindra/MM,autocarsjeeps,MM,mahindramahindra
292,http://www.moneycontrol.com/india/stockpricequote/financeleasinghirepurchase/mahindramahindrafinancialservices/MMF04,financeleasinghirepurchase,MMF04,mahindramahindrafinancialservices
293,http://www.moneycontrol.com/india/stockpricequote/financeleasinghirepurchase/magmafincorp/MF20,financeleasinghirepurchase,MF20,magmafincorp
294,http://www.moneycontrol.com/india/stockpricequote/refineries/mahanagargas/MG02,refineries,MG02,mahanagargas
295,http://www.moneycontrol.com/india/stockpricequote/castingsforgings/mahindracieautomotive/MF19,castingsforgings,MF19,mahindracieautomotive
296,http://www.moneycontrol.com/india/stockpricequote/hotels/mahindraholidaysresortsindia/MHR,hotels,MHR,mahindraholidaysresortsindia
297,http://www.moneycontrol.com/india/stockpricequote/constructioncontractingcivil/mahindralifespacedevelopers/MLD,constructioncontractingcivil,MLD,mahindralifespacedevelopers
298,http://www.moneycontrol.com/india/stockpricequote/financeleasinghirepurchase/manappuramfinance/MGF01,financeleasinghirepurchase,MGF01,manappuramfinance
299,http://www.moneycontrol.com/india/stockpricequote/foodprocessing/manpasandbeverages/MB04,foodprocessing,MB04,manpasandbeverages
300,http://www.moneycontrol.com/india/stockpricequote/personalcare/marico/M13,personalcare,M13,marico
301,http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/marksanspharma/MP21,pharmaceuticals,MP21,marksanspharma
302,http://www.moneycontrol.com/india/stockpricequote/autocarsjeeps/marutisuzukiindia/MS24,autocarsjeeps,MS24,marutisuzukiindia
303,http://www.moneycontrol.com/india/stockpricequote/financeinvestments/maxfinancialservices/MI,financeinvestments,MI,maxfinancialservices
304,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/maxindia/MIL16,miscellaneous,MIL16,maxindia
305,http://www.moneycontrol.com/india/stockpricequote/plantationsteacoffee/mcleodrusselindia/MRI02,plantationsteacoffee,MRI02,mcleodrusselindia
306,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/multicommodityexchangeindia/MCE,miscellaneous,MCE,multicommodityexchangeindia
307,http://www.moneycontrol.com/india/stockpricequote/autoancillaries/mindaindustries/MI4,autoancillaries,MI4,mindaindustries
308,http://www.moneycontrol.com/india/stockpricequote/computerssoftware/mindtree/MT13,computerssoftware,MT13,mindtree
309,http://www.moneycontrol.com/india/stockpricequote/trading/mmtc/MMT,trading,MMT,mmtc
310,http://www.moneycontrol.com/india/stockpricequote/miningminerals/moil/M18,miningminerals,M18,moil
311,http://www.moneycontrol.com/india/stockpricequote/pesticidesagrochemicals/monsantoindia/MI39,pesticidesagrochemicals,MI39,monsantoindia
312,http://www.moneycontrol.com/india/stockpricequote/autoancillaries/mothersonsumisystems/MSS01,autoancillaries,MSS01,mothersonsumisystems
313,http://www.moneycontrol.com/india/stockpricequote/financegeneral/motilaloswalfinancialservices/MOF01,financegeneral,MOF01,motilaloswalfinancialservices
314,http://www.moneycontrol.com/india/stockpricequote/computerssoftware/mphasis/MB02,computerssoftware,MB02,mphasis
315,http://www.moneycontrol.com/india/stockpricequote/tyres/mrf/MRF,tyres,MRF,mrf
316,http://www.moneycontrol.com/india/stockpricequote/refineries/mangalorerefinerypetrochemicals/MRP,refineries,MRP,mangalorerefinerypetrochemicals
317,http://www.moneycontrol.com/india/stockpricequote/telecommunicationsservice/mahanagartelephonenigam/MTN,telecommunicationsservice,MTN,mahanagartelephonenigam
318,http://www.moneycontrol.com/india/stockpricequote/financeinvestments/muthootfinance/MF10,financeinvestments,MF10,muthootfinance
319,http://www.moneycontrol.com/india/stockpricequote/aluminium/nationalaluminiumcompany/NAC,aluminium,NAC,nationalaluminiumcompany
320,http://www.moneycontrol.com/india/stockpricequote/hospitalsmedicalservices/narayanahrudayalaya/NH,hospitalsmedicalservices,NH,narayanahrudayalaya
321,http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/natcopharma/NP07,pharmaceuticals,NP07,natcopharma
322,http://www.moneycontrol.com/india/stockpricequote/diversified/navabharatventures/NBV,diversified,NBV,navabharatventures
323,http://www.moneycontrol.com/india/stockpricequote/chemicals/navinfluorineinternational/NFI,chemicals,NFI,navinfluorineinternational
324,http://www.moneycontrol.com/india/stockpricequote/transportlogistics/navkarcorporation/NC02,transportlogistics,NC02,navkarcorporation
325,http://www.moneycontrol.com/india/stockpricequote/printingstationery/navneeteducation/NP01,printingstationery,NP01,navneeteducation
326,http://www.moneycontrol.com/india/stockpricequote/infrastructuregeneral/nbccindia/NBC01,infrastructuregeneral,NBC01,nbccindia
327,http://www.moneycontrol.com/india/stockpricequote/constructioncontractingcivil/ncc/NCC01,constructioncontractingcivil,NCC01,ncc
328,http://www.moneycontrol.com/india/stockpricequote/foodprocessing/nestleindia/NI,foodprocessing,NI,nestleindia
329,http://www.moneycontrol.com/india/stockpricequote/financegeneral/network18mediainvestments/NMI,financegeneral,NMI,network18mediainvestments
330,http://www.moneycontrol.com/india/stockpricequote/powergenerationdistribution/nhpc/N07,powergenerationdistribution,N07,nhpc
331,http://www.moneycontrol.com/india/stockpricequote/computerssoftwaretraining/niit/NII,computerssoftwaretraining,NII,niit
332,http://www.moneycontrol.com/india/stockpricequote/computerssoftware/niittechnologies/NII02,computerssoftware,NII02,niittechnologies
333,http://www.moneycontrol.com/india/stockpricequote/plastics/nilkamal/NP08,plastics,NP08,nilkamal
334,http://www.moneycontrol.com/india/stockpricequote/powergenerationdistribution/nlcindia/NLC,powergenerationdistribution,NLC,nlcindia
335,http://www.moneycontrol.com/india/stockpricequote/miningminerals/nmdc/NMD02,miningminerals,NMD02,nmdc
336,http://www.moneycontrol.com/india/stockpricequote/powergenerationdistribution/ntpc/NTP,powergenerationdistribution,NTP,ntpc
337,http://www.moneycontrol.com/india/stockpricequote/constructioncontractingrealestate/oberoirealty/OR,constructioncontractingrealestate,OR,oberoirealty
338,http://www.moneycontrol.com/india/stockpricequote/cementmajor/oclindia/OCL,cementmajor,OCL,oclindia
339,http://www.moneycontrol.com/india/stockpricequote/oildrillingandexploration/oilindia/OI13,oildrillingandexploration,OI13,oilindia
340,http://www.moneycontrol.com/india/stockpricequote/constructioncontractingrealestate/omaxe/O02,constructioncontractingrealestate,O02,omaxe
341,http://www.moneycontrol.com/india/stockpricequote/oildrillingandexploration/oilnaturalgascorporation/ONG,oildrillingandexploration,ONG,oilnaturalgascorporation
342,http://www.moneycontrol.com/india/stockpricequote/computerssoftware/oraclefinancialservicessoftware/OFS01,computerssoftware,OFS01,oraclefinancialservicessoftware
343,http://www.moneycontrol.com/india/stockpricequote/cementmajor/orientcement/OC10,cementmajor,OC10,orientcement
344,http://www.moneycontrol.com/india/stockpricequote/bankspublicsector/orientalbankcommerce/OBC,bankspublicsector,OBC,orientalbankcommerce
345,http://www.moneycontrol.com/india/stockpricequote/personalcare/proctergamblehygienehealthcare/PGH,personalcare,PGH,proctergamblehygienehealthcare
346,http://www.moneycontrol.com/india/stockpricequote/textilesreadymadeapparels/pageindustries/PI35,textilesreadymadeapparels,PI35,pageindustries
347,http://www.moneycontrol.com/india/stockpricequote/foodprocessing/paragmilkfoods/PMF01,foodprocessing,PMF01,paragmilkfoods
348,http://www.moneycontrol.com/india/stockpricequote/diamondcuttingjewellerypreciousmetals/pcjeweller/PJ,diamondcuttingjewellerypreciousmetals,PJ,pcjeweller
349,http://www.moneycontrol.com/india/stockpricequote/computerssoftware/persistentsystems/PS15,computerssoftware,PS15,persistentsystems
350,http://www.moneycontrol.com/india/stockpricequote/oildrillingandexploration/petronetlng/PLN,oildrillingandexploration,PLN,petronetlng
351,http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/pfizer/P,pharmaceuticals,P,pfizer
352,http://www.moneycontrol.com/india/stockpricequote/constructioncontractingrealestate/phoenixmills/PM02,constructioncontractingrealestate,PM02,phoenixmills
353,http://www.moneycontrol.com/india/stockpricequote/pesticidesagrochemicals/piindustries/PII,pesticidesagrochemicals,PII,piindustries
354,http://www.moneycontrol.com/india/stockpricequote/chemicals/pidiliteindustries/PI11,chemicals,PI11,pidiliteindustries
355,http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/piramalenterprises/PH05,pharmaceuticals,PH05,piramalenterprises
356,http://www.moneycontrol.com/india/stockpricequote/bankspublicsector/punjabnationalbank/PNB05,bankspublicsector,PNB05,punjabnationalbank
357,http://www.moneycontrol.com/india/stockpricequote/financehousing/pnbhousingfinance/PHF,financehousing,PHF,pnbhousingfinance
358,http://www.moneycontrol.com/india/stockpricequote/constructioncontractingrealestate/pncinfratech/PI26,constructioncontractingrealestate,PI26,pncinfratech
359,http://www.moneycontrol.com/india/stockpricequote/computerssoftware/polarisconsultingservices/PSL01,computerssoftware,PSL01,polarisconsultingservices
360,http://www.moneycontrol.com/india/stockpricequote/financetermlendinginstitutions/powerfinancecorporation/PFC02,financetermlendinginstitutions,PFC02,powerfinancecorporation
361,http://www.moneycontrol.com/india/stockpricequote/powergenerationdistribution/powergridcorporationindia/PGC,powergenerationdistribution,PGC,powergridcorporationindia
362,http://www.moneycontrol.com/india/stockpricequote/engineeringheavy/prajindustries/PI17,engineeringheavy,PI17,prajindustries
363,http://www.moneycontrol.com/india/stockpricequote/constructioncontractingrealestate/prestigeestatesprojects/PEP02,constructioncontractingrealestate,PEP02,prestigeestatesprojects
364,http://www.moneycontrol.com/india/stockpricequote/cementmajor/prismjohnson/PC,cementmajor,PC,prismjohnson
365,http://www.moneycontrol.com/india/stockpricequote/trading/ptcindia/PTC02,trading,PTC02,ptcindia
366,http://www.moneycontrol.com/india/stockpricequote/financetermlendinginstitutions/ptcindiafinancialservices/PIF02,financetermlendinginstitutions,PIF02,ptcindiafinancialservices
367,http://www.moneycontrol.com/india/stockpricequote/mediaentertainment/pvr/PVR,mediaentertainment,PVR,pvr
368,http://www.moneycontrol.com/india/stockpricequote/breweriesdistilleries/radicokhaitan/RK01,breweriesdistilleries,RK01,radicokhaitan
369,http://www.moneycontrol.com/india/stockpricequote/cementmajor/rainindustries/RC12,cementmajor,RC12,rainindustries
370,http://www.moneycontrol.com/india/stockpricequote/diamondcuttingjewellerypreciousmetals/rajeshexports/RE07,diamondcuttingjewellerypreciousmetals,RE07,rajeshexports
371,http://www.moneycontrol.com/india/stockpricequote/pesticidesagrochemicals/rallisindia/RI03,pesticidesagrochemicals,RI03,rallisindia
372,http://www.moneycontrol.com/india/stockpricequote/cementmajor/theramcocements/MC,cementmajor,MC,theramcocements
373,http://www.moneycontrol.com/india/stockpricequote/fertilisers/rashtriyachemicalsfertilisers/RCF01,fertilisers,RCF01,rashtriyachemicalsfertilisers
374,http://www.moneycontrol.com/india/stockpricequote/steeltubespipes/ratnamanimetalstubes/RMT,steeltubespipes,RMT,ratnamanimetalstubes
375,http://www.moneycontrol.com/india/stockpricequote/powergenerationdistribution/rattanindiapower/IP09,powergenerationdistribution,IP09,rattanindiapower
376,http://www.moneycontrol.com/india/stockpricequote/textileswoollenworsted/raymond/R,textileswoollenworsted,R,raymond
377,http://www.moneycontrol.com/india/stockpricequote/banksprivatesector/rblbank/RB03,banksprivatesector,RB03,rblbank
378,http://www.moneycontrol.com/india/stockpricequote/financetermlendinginstitutions/ruralelectrificationcorporation/REC02,financetermlendinginstitutions,REC02,ruralelectrificationcorporation
379,http://www.moneycontrol.com/india/stockpricequote/computershardware/redingtonindia/RI37,computershardware,RI37,redingtonindia
380,http://www.moneycontrol.com/india/stockpricequote/financeinvestments/reliancecapital/RC,financeinvestments,RC,reliancecapital
381,http://www.moneycontrol.com/india/stockpricequote/leatherproducts/relaxofootwears/RF07,leatherproducts,RF07,relaxofootwears
382,http://www.moneycontrol.com/india/stockpricequote/refineries/relianceindustries/RI,refineries,RI,relianceindustries
383,http://www.moneycontrol.com/india/stockpricequote/telecommunicationsservice/reliancecommunications/RC13,telecommunicationsservice,RC13,reliancecommunications
384,http://www.moneycontrol.com/india/stockpricequote/powergenerationdistribution/relianceinfrastructure/RI38,powergenerationdistribution,RI38,relianceinfrastructure
385,http://www.moneycontrol.com/india/stockpricequote/shipping/reliancenavalengineering/PS04,shipping,PS04,reliancenavalengineering
386,http://www.moneycontrol.com/india/stockpricequote/powergenerationdistribution/reliancepower/RP,powergenerationdistribution,RP,reliancepower
387,http://www.moneycontrol.com/india/stockpricequote/financeinvestments/religareenterprises/RE09,financeinvestments,RE09,religareenterprises
388,http://www.moneycontrol.com/india/stockpricequote/financehousing/repcohomefinance/RHF,financehousing,RHF,repcohomefinance
389,http://www.moneycontrol.com/india/stockpricequote/computerssoftware/roltaindia/RI15,computerssoftware,RI15,roltaindia
390,http://www.moneycontrol.com/india/stockpricequote/chemicals/shkelkarcompany/KC17,chemicals,KC17,shkelkarcompany
391,http://www.moneycontrol.com/india/stockpricequote/infrastructuregeneral/sadbhavengineering/SE19,infrastructuregeneral,SE19,sadbhavengineering
392,http://www.moneycontrol.com/india/stockpricequote/steellarge/steelauthorityindia/SAI,steellarge,SAI,steelauthorityindia
393,http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/sanofiindia/AP26,pharmaceuticals,AP26,sanofiindia
394,http://www.moneycontrol.com/india/stockpricequote/bankspublicsector/statebankindia/SBI,bankspublicsector,SBI,statebankindia
395,http://www.moneycontrol.com/india/stockpricequote/bearings/schaefflerindia/FAG,bearings,FAG,schaefflerindia
396,http://www.moneycontrol.com/india/stockpricequote/powergenerationdistribution/schneiderelectricinfrastructure/SEI04,powergenerationdistribution,SEI04,schneiderelectricinfrastructure
397,http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/sequentscientific/PID01,pharmaceuticals,PID01,sequentscientific
398,http://www.moneycontrol.com/india/stockpricequote/pesticidesagrochemicals/shardacropchem/SC04,pesticidesagrochemicals,SC04,shardacropchem
399,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/sheelafoam/SF14,miscellaneous,SF14,sheelafoam
400,http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/shilpamedicare/SM19,pharmaceuticals,SM19,shilpamedicare
401,http://www.moneycontrol.com/india/stockpricequote/shipping/shippingcorporationindia/SCI,shipping,SCI,shippingcorporationindia
402,http://www.moneycontrol.com/india/stockpricequote/retail/shoppersstop/SS51,retail,SS51,shoppersstop
403,http://www.moneycontrol.com/india/stockpricequote/cementmajor/shreecements/SC12,cementmajor,SC12,shreecements
404,http://www.moneycontrol.com/india/stockpricequote/sugar/shreerenukasugars/SRS03,sugar,SRS03,shreerenukasugars
405,http://www.moneycontrol.com/india/stockpricequote/financeleasinghirepurchase/shriramcityunionfinance/SCU,financeleasinghirepurchase,SCU,shriramcityunionfinance
406,http://www.moneycontrol.com/india/stockpricequote/financeleasinghirepurchase/shriramtransportfinancecorporation/STF,financeleasinghirepurchase,STF,shriramtransportfinancecorporation
407,http://www.moneycontrol.com/india/stockpricequote/infrastructuregeneral/siemens/S,infrastructuregeneral,S,siemens
408,http://www.moneycontrol.com/india/stockpricequote/mediaentertainment/sitinetworks/WWI,mediaentertainment,WWI,sitinetworks
409,http://www.moneycontrol.com/india/stockpricequote/powergenerationdistribution/sjvn/S11,powergenerationdistribution,S11,sjvn
410,http://www.moneycontrol.com/india/stockpricequote/bearings/skfindia/SKF01,bearings,SKF01,skfindia
411,http://www.moneycontrol.com/india/stockpricequote/autolcvshcvs/smlisuzu/SM,autolcvshcvs,SM,smlisuzu
412,http://www.moneycontrol.com/india/stockpricequote/constructioncontractingrealestate/sobha/SD6,constructioncontractingrealestate,SD6,sobha
413,http://www.moneycontrol.com/india/stockpricequote/chemicals/solarindustriesindia/SII04,chemicals,SII04,solarindustriesindia
414,http://www.moneycontrol.com/india/stockpricequote/ceramicsgranite/somanyceramics/SC49,ceramicsgranite,SC49,somanyceramics
415,http://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/sonatasoftware/SS42,computerssoftwaremediumsmall,SS42,sonatasoftware
416,http://www.moneycontrol.com/india/stockpricequote/banksprivatesector/southindianbank/SIB,banksprivatesector,SIB,southindianbank
417,http://www.moneycontrol.com/india/stockpricequote/transportlogistics/spicejet/SJ01,transportlogistics,SJ01,spicejet
418,http://www.moneycontrol.com/india/stockpricequote/financeleasinghirepurchase/sreiinfrastructurefinance/SRE02,financeleasinghirepurchase,SRE02,sreiinfrastructurefinance
419,http://www.moneycontrol.com/india/stockpricequote/textilesmanmade/srf/SRF,textilesmanmade,SRF,srf
420,http://www.moneycontrol.com/india/stockpricequote/cablestelephone/sterlitetechnologies/ST20,cablestelephone,ST20,sterlitetechnologies
421,http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/stridesshasun/SA10,pharmaceuticals,SA10,stridesshasun
422,http://www.moneycontrol.com/india/stockpricequote/dyespigments/sudarshanchemicalindustries/SCI08,dyespigments,SCI08,sudarshanchemicalindustries
423,http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/sunpharmaceuticalindustries/SPI,pharmaceuticals,SPI,sunpharmaceuticalindustries
424,http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/sunpharmaadvancedresearchcompany/SPA,pharmaceuticals,SPA,sunpharmaadvancedresearchcompany
425,http://www.moneycontrol.com/india/stockpricequote/mediaentertainment/suntvnetwork/STN01,mediaentertainment,STN01,suntvnetwork
426,http://www.moneycontrol.com/india/stockpricequote/fasteners/sundramfasteners/SF23,fasteners,SF23,sundramfasteners
427,http://www.moneycontrol.com/india/stockpricequote/constructioncontractingrealestate/sunteckrealty/SR05,constructioncontractingrealestate,SR05,sunteckrealty
428,http://www.moneycontrol.com/india/stockpricequote/plastics/supremeindustries/SI48,plastics,SI48,supremeindustries
429,http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/suvenlifesciences/SLS01,pharmaceuticals,SLS01,suvenlifesciences
430,http://www.moneycontrol.com/india/stockpricequote/powergenerationdistribution/suzlonenergy/SE17,powergenerationdistribution,SE17,suzlonenergy
431,http://www.moneycontrol.com/india/stockpricequote/trading/swanenergy/SM09,trading,SM09,swanenergy
432,http://www.moneycontrol.com/india/stockpricequote/consumergoodswhitegoods/symphony/SCS04,consumergoodswhitegoods,SCS04,symphony
433,http://www.moneycontrol.com/india/stockpricequote/bankspublicsector/syndicatebank/SB9,bankspublicsector,SB9,syndicatebank
434,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/syngeneinternational/SI10,miscellaneous,SI10,syngeneinternational
435,http://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/takesolutions/TS09,computerssoftwaremediumsmall,TS09,takesolutions
