,LINK,company_code,company_category,company_name
220,http://www.moneycontrol.com/india/stockpricequote/constructioncontractingrealestate/indiabullsrealestate/IRE01,IRE01,constructioncontractingrealestate,indiabullsrealestate
221,http://www.moneycontrol.com/india/stockpricequote/financeinvestments/indiabullsventures/IS13,IS13,financeinvestments,indiabullsventures
222,http://www.moneycontrol.com/india/stockpricequote/bankspublicsector/indianbank/IB04,IB04,bankspublicsector,indianbank
223,http://www.moneycontrol.com/india/stockpricequote/hotels/indianhotelscompany/IHC,IHC,hotels,indianhotelscompany
224,http://www.moneycontrol.com/india/stockpricequote/textilesspinningcottonblended/indocountindustries/ICI07,ICI07,textilesspinningcottonblended,indocountindustries
225,http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/indocoremedies/IR05,IR05,pharmaceuticals,indocoremedies
226,http://www.moneycontrol.com/india/stockpricequote/banksprivatesector/indusindbank/IIB,IIB,banksprivatesector,indusindbank
227,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/infibeamincorporation/IIL03,IIL03,miscellaneous,infibeamincorporation
228,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/infoedgeindia/IEI01,IEI01,miscellaneous,infoedgeindia
229,http://www.moneycontrol.com/india/stockpricequote/computerssoftware/infosys/IT,IT,computerssoftware,infosys
230,http://www.moneycontrol.com/india/stockpricequote/compressors/ingersollrandindia/IRI01,IRI01,compressors,ingersollrandindia
231,http://www.moneycontrol.com/india/stockpricequote/mediaentertainment/inoxleisure/INO01,INO01,mediaentertainment,inoxleisure
232,http://www.moneycontrol.com/india/stockpricequote/powergenerationdistribution/inoxwind/IW,IW,powergenerationdistribution,inoxwind
233,http://www.moneycontrol.com/india/stockpricequote/computerssoftware/intellectdesignarena/IDA,IDA,computerssoftware,intellectdesignarena
234,http://www.moneycontrol.com/india/stockpricequote/transportlogistics/interglobeaviation/IA04,IA04,transportlogistics,interglobeaviation
235,http://www.moneycontrol.com/india/stockpricequote/bankspublicsector/indianoverseasbank/IOB,IOB,bankspublicsector,indianoverseasbank
236,http://www.moneycontrol.com/india/stockpricequote/refineries/indianoilcorporation/IOC,IOC,refineries,indianoilcorporation
237,http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/ipcalaboratories/IL,IL,pharmaceuticals,ipcalaboratories
238,http://www.moneycontrol.com/india/stockpricequote/infrastructuregeneral/irbinfrastructuredevelopers/IID01,IID01,infrastructuregeneral,irbinfrastructuredevelopers
239,http://www.moneycontrol.com/india/stockpricequote/engineeringheavy/isgecheavyengineering/SIS06,SIS06,engineeringheavy,isgecheavyengineering
240,http://www.moneycontrol.com/india/stockpricequote/cigarettes/itc/ITC,ITC,cigarettes,itc
241,http://www.moneycontrol.com/india/stockpricequote/constructioncontractingcivil/itdcementationindia/ITD03,ITD03,constructioncontractingcivil,itdcementationindia
242,http://www.moneycontrol.com/india/stockpricequote/constructioncontractingcivil/jkumarinfraprojects/KI01,KI01,constructioncontractingcivil,jkumarinfraprojects
243,http://www.moneycontrol.com/india/stockpricequote/cementmajor/jkcement/JKC03,JKC03,cementmajor,jkcement
244,http://www.moneycontrol.com/india/stockpricequote/mediaentertainment/jagranprakashan/JP12,JP12,mediaentertainment,jagranprakashan
245,http://www.moneycontrol.com/india/stockpricequote/steelgpgcsheets/jaicorp/JC08,JC08,steelgpgcsheets,jaicorp
246,http://www.moneycontrol.com/india/stockpricequote/plastics/jainirrigationsystems/JIS02,JIS02,plastics,jainirrigationsystems
247,http://www.moneycontrol.com/india/stockpricequote/infrastructuregeneral/jaiprakashassociates/JA02,JA02,infrastructuregeneral,jaiprakashassociates
248,http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/jbchemicalspharmaceuticals/JBC01,JBC01,pharmaceuticals,jbchemicalspharmaceuticals
249,http://www.moneycontrol.com/india/stockpricequote/textilesmanmade/jbfindustries/JBF,JBF,textilesmanmade,jbfindustries
250,http://www.moneycontrol.com/india/stockpricequote/transportlogistics/jetairways/JA01,JA01,transportlogistics,jetairways
251,http://www.moneycontrol.com/india/stockpricequote/steellarge/jindalstainlesshisar/JSH,JSH,steellarge,jindalstainlesshisar
252,http://www.moneycontrol.com/india/stockpricequote/packaging/jindalpolyfilms/JPF01,JPF01,packaging,jindalpolyfilms
253,http://www.moneycontrol.com/india/stockpricequote/steeltubespipes/jindalsaw/JS08,JS08,steeltubespipes,jindalsaw
254,http://www.moneycontrol.com/india/stockpricequote/steelspongeiron/jindalsteelpower/JSP,JSP,steelspongeiron,jindalsteelpower
255,http://www.moneycontrol.com/india/stockpricequote/banksprivatesector/jammukashmirbank/JKB,JKB,banksprivatesector,jammukashmirbank
256,http://www.moneycontrol.com/india/stockpricequote/cementmajor/jklakshmicement/JKL01,JKL01,cementmajor,jklakshmicement
257,http://www.moneycontrol.com/india/stockpricequote/tyres/jktyreindustries/JKT01,JKT01,tyres,jktyreindustries
258,http://www.moneycontrol.com/india/stockpricequote/financeinvestments/jmfinancial/JMF,JMF,financeinvestments,jmfinancial
259,http://www.moneycontrol.com/india/stockpricequote/consumergoodswhitegoods/johnsoncontrolshitachiairconditioningindia/HHL,HHL,consumergoodswhitegoods,johnsoncontrolshitachiairconditioningindia
260,http://www.moneycontrol.com/india/stockpricequote/powergenerationdistribution/jswenergy/JE01,JE01,powergenerationdistribution,jswenergy
261,http://www.moneycontrol.com/india/stockpricequote/steellarge/jswsteel/JSW01,JSW01,steellarge,jswsteel
262,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/jubilantfoodworks/JF04,JF04,miscellaneous,jubilantfoodworks
263,http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/jubilantlifesciences/JO03,JO03,pharmaceuticals,jubilantlifesciences
264,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/justdial/JD,JD,miscellaneous,justdial
265,http://www.moneycontrol.com/india/stockpricequote/personalcare/jyothylaboratories/JL,JL,personalcare,jyothylaboratories
266,http://www.moneycontrol.com/india/stockpricequote/ceramicsgranite/kajariaceramics/KC06,KC06,ceramicsgranite,kajariaceramics
267,http://www.moneycontrol.com/india/stockpricequote/powertransmissionequipment/kalpatarupowertransmission/KPT,KPT,powertransmissionequipment,kalpatarupowertransmission
268,http://www.moneycontrol.com/india/stockpricequote/paintsvarnishes/kansainerolacpaints/KNP,KNP,paintsvarnishes,kansainerolacpaints
269,http://www.moneycontrol.com/india/stockpricequote/banksprivatesector/karnatakabank/KB04,KB04,banksprivatesector,karnatakabank
270,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/kaveriseedcompany/KSC01,KSC01,miscellaneous,kaveriseedcompany
271,http://www.moneycontrol.com/india/stockpricequote/powertransmissionequipment/kecinternational/KEC04,KEC04,powertransmissionequipment,kecinternational
272,http://www.moneycontrol.com/india/stockpricequote/diversified/kesoramindustries/KI08,KI08,diversified,kesoramindustries
273,http://www.moneycontrol.com/india/stockpricequote/engines/kirloskaroilengines/KOE03,KOE03,engines,kirloskaroilengines
274,http://www.moneycontrol.com/india/stockpricequote/textilesreadymadeapparels/kitexgarments/KG01,KG01,textilesreadymadeapparels,kitexgarments
275,http://www.moneycontrol.com/india/stockpricequote/banksprivatesector/kotakmahindrabank/KMB,KMB,banksprivatesector,kotakmahindrabank
276,http://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/kpittechnologies/KPI02,KPI02,computerssoftwaremediumsmall,kpittechnologies
277,http://www.moneycontrol.com/india/stockpricequote/textilesreadymadeapparels/kprmill/M15,M15,textilesreadymadeapparels,kprmill
278,http://www.moneycontrol.com/india/stockpricequote/foodprocessing/krbl/KRB01,KRB01,foodprocessing,krbl
279,http://www.moneycontrol.com/india/stockpricequote/foodprocessing/kwality/KDI01,KDI01,foodprocessing,kwality
280,http://www.moneycontrol.com/india/stockpricequote/financeinvestments/ltfinanceholdings/LFH,LFH,financeinvestments,ltfinanceholdings
281,http://www.moneycontrol.com/india/stockpricequote/computerssoftware/larsentoubroinfotech/LI12,LI12,computerssoftware,larsentoubroinfotech
282,http://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/lttechnologyservices/LTS,LTS,computerssoftwaremediumsmall,lttechnologyservices
283,http://www.moneycontrol.com/india/stockpricequote/glassglassproducts/laopalarg/LOR,LOR,glassglassproducts,laopalarg
284,http://www.moneycontrol.com/india/stockpricequote/textilesmachinery/lakshmimachineworks/LMW,LMW,textilesmachinery,lakshmimachineworks
285,http://www.moneycontrol.com/india/stockpricequote/banksprivatesector/lakshmivilasbank/LVB,LVB,banksprivatesector,lakshmivilasbank
286,http://www.moneycontrol.com/india/stockpricequote/infrastructuregeneral/larsentoubro/LT,LT,infrastructuregeneral,larsentoubro
287,http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/lauruslabs/LL05,LL05,pharmaceuticals,lauruslabs
288,http://www.moneycontrol.com/india/stockpricequote/financehousing/lichousingfinance/LIC,LIC,financehousing,lichousingfinance
289,http://www.moneycontrol.com/india/stockpricequote/chemicals/lindeindia/BOC,BOC,chemicals,lindeindia
290,http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/lupin/L,L,pharmaceuticals,lupin
291,http://www.moneycontrol.com/india/stockpricequote/autocarsjeeps/mahindramahindra/MM,MM,autocarsjeeps,mahindramahindra
292,http://www.moneycontrol.com/india/stockpricequote/financeleasinghirepurchase/mahindramahindrafinancialservices/MMF04,MMF04,financeleasinghirepurchase,mahindramahindrafinancialservices
293,http://www.moneycontrol.com/india/stockpricequote/financeleasinghirepurchase/magmafincorp/MF20,MF20,financeleasinghirepurchase,magmafincorp
294,http://www.moneycontrol.com/india/stockpricequote/refineries/mahanagargas/MG02,MG02,refineries,mahanagargas
295,http://www.moneycontrol.com/india/stockpricequote/castingsforgings/mahindracieautomotive/MF19,MF19,castingsforgings,mahindracieautomotive
296,http://www.moneycontrol.com/india/stockpricequote/hotels/mahindraholidaysresortsindia/MHR,MHR,hotels,mahindraholidaysresortsindia
297,http://www.moneycontrol.com/india/stockpricequote/constructioncontractingcivil/mahindralifespacedevelopers/MLD,MLD,constructioncontractingcivil,mahindralifespacedevelopers
298,http://www.moneycontrol.com/india/stockpricequote/financeleasinghirepurchase/manappuramfinance/MGF01,MGF01,financeleasinghirepurchase,manappuramfinance
299,http://www.moneycontrol.com/india/stockpricequote/foodprocessing/manpasandbeverages/MB04,MB04,foodprocessing,manpasandbeverages
300,http://www.moneycontrol.com/india/stockpricequote/personalcare/marico/M13,M13,personalcare,marico
301,http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/marksanspharma/MP21,MP21,pharmaceuticals,marksanspharma
302,http://www.moneycontrol.com/india/stockpricequote/autocarsjeeps/marutisuzukiindia/MS24,MS24,autocarsjeeps,marutisuzukiindia
303,http://www.moneycontrol.com/india/stockpricequote/financeinvestments/maxfinancialservices/MI,MI,financeinvestments,maxfinancialservices
304,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/maxindia/MIL16,MIL16,miscellaneous,maxindia
305,http://www.moneycontrol.com/india/stockpricequote/plantationsteacoffee/mcleodrusselindia/MRI02,MRI02,plantationsteacoffee,mcleodrusselindia
306,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/multicommodityexchangeindia/MCE,MCE,miscellaneous,multicommodityexchangeindia
307,http://www.moneycontrol.com/india/stockpricequote/autoancillaries/mindaindustries/MI4,MI4,autoancillaries,mindaindustries
308,http://www.moneycontrol.com/india/stockpricequote/computerssoftware/mindtree/MT13,MT13,computerssoftware,mindtree
309,http://www.moneycontrol.com/india/stockpricequote/trading/mmtc/MMT,MMT,trading,mmtc
310,http://www.moneycontrol.com/india/stockpricequote/miningminerals/moil/M18,M18,miningminerals,moil
311,http://www.moneycontrol.com/india/stockpricequote/pesticidesagrochemicals/monsantoindia/MI39,MI39,pesticidesagrochemicals,monsantoindia
312,http://www.moneycontrol.com/india/stockpricequote/autoancillaries/mothersonsumisystems/MSS01,MSS01,autoancillaries,mothersonsumisystems
313,http://www.moneycontrol.com/india/stockpricequote/financegeneral/motilaloswalfinancialservices/MOF01,MOF01,financegeneral,motilaloswalfinancialservices
314,http://www.moneycontrol.com/india/stockpricequote/computerssoftware/mphasis/MB02,MB02,computerssoftware,mphasis
315,http://www.moneycontrol.com/india/stockpricequote/tyres/mrf/MRF,MRF,tyres,mrf
316,http://www.moneycontrol.com/india/stockpricequote/refineries/mangalorerefinerypetrochemicals/MRP,MRP,refineries,mangalorerefinerypetrochemicals
317,http://www.moneycontrol.com/india/stockpricequote/telecommunicationsservice/mahanagartelephonenigam/MTN,MTN,telecommunicationsservice,mahanagartelephonenigam
318,http://www.moneycontrol.com/india/stockpricequote/financeinvestments/muthootfinance/MF10,MF10,financeinvestments,muthootfinance
319,http://www.moneycontrol.com/india/stockpricequote/aluminium/nationalaluminiumcompany/NAC,NAC,aluminium,nationalaluminiumcompany
320,http://www.moneycontrol.com/india/stockpricequote/hospitalsmedicalservices/narayanahrudayalaya/NH,NH,hospitalsmedicalservices,narayanahrudayalaya
321,http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/natcopharma/NP07,NP07,pharmaceuticals,natcopharma
322,http://www.moneycontrol.com/india/stockpricequote/diversified/navabharatventures/NBV,NBV,diversified,navabharatventures
323,http://www.moneycontrol.com/india/stockpricequote/chemicals/navinfluorineinternational/NFI,NFI,chemicals,navinfluorineinternational
324,http://www.moneycontrol.com/india/stockpricequote/transportlogistics/navkarcorporation/NC02,NC02,transportlogistics,navkarcorporation
325,http://www.moneycontrol.com/india/stockpricequote/printingstationery/navneeteducation/NP01,NP01,printingstationery,navneeteducation
326,http://www.moneycontrol.com/india/stockpricequote/infrastructuregeneral/nbccindia/NBC01,NBC01,infrastructuregeneral,nbccindia
327,http://www.moneycontrol.com/india/stockpricequote/constructioncontractingcivil/ncc/NCC01,NCC01,constructioncontractingcivil,ncc
328,http://www.moneycontrol.com/india/stockpricequote/foodprocessing/nestleindia/NI,NI,foodprocessing,nestleindia
329,http://www.moneycontrol.com/india/stockpricequote/financegeneral/network18mediainvestments/NMI,NMI,financegeneral,network18mediainvestments
330,http://www.moneycontrol.com/india/stockpricequote/powergenerationdistribution/nhpc/N07,N07,powergenerationdistribution,nhpc
331,http://www.moneycontrol.com/india/stockpricequote/computerssoftwaretraining/niit/NII,NII,computerssoftwaretraining,niit
332,http://www.moneycontrol.com/india/stockpricequote/computerssoftware/niittechnologies/NII02,NII02,computerssoftware,niittechnologies
333,http://www.moneycontrol.com/india/stockpricequote/plastics/nilkamal/NP08,NP08,plastics,nilkamal
334,http://www.moneycontrol.com/india/stockpricequote/powergenerationdistribution/nlcindia/NLC,NLC,powergenerationdistribution,nlcindia
335,http://www.moneycontrol.com/india/stockpricequote/miningminerals/nmdc/NMD02,NMD02,miningminerals,nmdc
336,http://www.moneycontrol.com/india/stockpricequote/powergenerationdistribution/ntpc/NTP,NTP,powergenerationdistribution,ntpc
337,http://www.moneycontrol.com/india/stockpricequote/constructioncontractingrealestate/oberoirealty/OR,OR,constructioncontractingrealestate,oberoirealty
338,http://www.moneycontrol.com/india/stockpricequote/cementmajor/oclindia/OCL,OCL,cementmajor,oclindia
339,http://www.moneycontrol.com/india/stockpricequote/oildrillingandexploration/oilindia/OI13,OI13,oildrillingandexploration,oilindia
340,http://www.moneycontrol.com/india/stockpricequote/constructioncontractingrealestate/omaxe/O02,O02,constructioncontractingrealestate,omaxe
341,http://www.moneycontrol.com/india/stockpricequote/oildrillingandexploration/oilnaturalgascorporation/ONG,ONG,oildrillingandexploration,oilnaturalgascorporation
342,http://www.moneycontrol.com/india/stockpricequote/computerssoftware/oraclefinancialservicessoftware/OFS01,OFS01,computerssoftware,oraclefinancialservicessoftware
343,http://www.moneycontrol.com/india/stockpricequote/cementmajor/orientcement/OC10,OC10,cementmajor,orientcement
344,http://www.moneycontrol.com/india/stockpricequote/bankspublicsector/orientalbankcommerce/OBC,OBC,bankspublicsector,orientalbankcommerce
345,http://www.moneycontrol.com/india/stockpricequote/personalcare/proctergamblehygienehealthcare/PGH,PGH,personalcare,proctergamblehygienehealthcare
346,http://www.moneycontrol.com/india/stockpricequote/textilesreadymadeapparels/pageindustries/PI35,PI35,textilesreadymadeapparels,pageindustries
347,http://www.moneycontrol.com/india/stockpricequote/foodprocessing/paragmilkfoods/PMF01,PMF01,foodprocessing,paragmilkfoods
348,http://www.moneycontrol.com/india/stockpricequote/diamondcuttingjewellerypreciousmetals/pcjeweller/PJ,PJ,diamondcuttingjewellerypreciousmetals,pcjeweller
349,http://www.moneycontrol.com/india/stockpricequote/computerssoftware/persistentsystems/PS15,PS15,computerssoftware,persistentsystems
350,http://www.moneycontrol.com/india/stockpricequote/oildrillingandexploration/petronetlng/PLN,PLN,oildrillingandexploration,petronetlng
351,http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/pfizer/P,P,pharmaceuticals,pfizer
352,http://www.moneycontrol.com/india/stockpricequote/constructioncontractingrealestate/phoenixmills/PM02,PM02,constructioncontractingrealestate,phoenixmills
353,http://www.moneycontrol.com/india/stockpricequote/pesticidesagrochemicals/piindustries/PII,PII,pesticidesagrochemicals,piindustries
354,http://www.moneycontrol.com/india/stockpricequote/chemicals/pidiliteindustries/PI11,PI11,chemicals,pidiliteindustries
355,http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/piramalenterprises/PH05,PH05,pharmaceuticals,piramalenterprises
356,http://www.moneycontrol.com/india/stockpricequote/bankspublicsector/punjabnationalbank/PNB05,PNB05,bankspublicsector,punjabnationalbank
357,http://www.moneycontrol.com/india/stockpricequote/financehousing/pnbhousingfinance/PHF,PHF,financehousing,pnbhousingfinance
358,http://www.moneycontrol.com/india/stockpricequote/constructioncontractingrealestate/pncinfratech/PI26,PI26,constructioncontractingrealestate,pncinfratech
359,http://www.moneycontrol.com/india/stockpricequote/computerssoftware/polarisconsultingservices/PSL01,PSL01,computerssoftware,polarisconsultingservices
360,http://www.moneycontrol.com/india/stockpricequote/financetermlendinginstitutions/powerfinancecorporation/PFC02,PFC02,financetermlendinginstitutions,powerfinancecorporation
361,http://www.moneycontrol.com/india/stockpricequote/powergenerationdistribution/powergridcorporationindia/PGC,PGC,powergenerationdistribution,powergridcorporationindia
362,http://www.moneycontrol.com/india/stockpricequote/engineeringheavy/prajindustries/PI17,PI17,engineeringheavy,prajindustries
363,http://www.moneycontrol.com/india/stockpricequote/constructioncontractingrealestate/prestigeestatesprojects/PEP02,PEP02,constructioncontractingrealestate,prestigeestatesprojects
364,http://www.moneycontrol.com/india/stockpricequote/cementmajor/prismjohnson/PC,PC,cementmajor,prismjohnson
365,http://www.moneycontrol.com/india/stockpricequote/trading/ptcindia/PTC02,PTC02,trading,ptcindia
366,http://www.moneycontrol.com/india/stockpricequote/financetermlendinginstitutions/ptcindiafinancialservices/PIF02,PIF02,financetermlendinginstitutions,ptcindiafinancialservices
367,http://www.moneycontrol.com/india/stockpricequote/mediaentertainment/pvr/PVR,PVR,mediaentertainment,pvr
368,http://www.moneycontrol.com/india/stockpricequote/breweriesdistilleries/radicokhaitan/RK01,RK01,breweriesdistilleries,radicokhaitan
369,http://www.moneycontrol.com/india/stockpricequote/cementmajor/rainindustries/RC12,RC12,cementmajor,rainindustries
370,http://www.moneycontrol.com/india/stockpricequote/diamondcuttingjewellerypreciousmetals/rajeshexports/RE07,RE07,diamondcuttingjewellerypreciousmetals,rajeshexports
371,http://www.moneycontrol.com/india/stockpricequote/pesticidesagrochemicals/rallisindia/RI03,RI03,pesticidesagrochemicals,rallisindia
372,http://www.moneycontrol.com/india/stockpricequote/cementmajor/theramcocements/MC,MC,cementmajor,theramcocements
373,http://www.moneycontrol.com/india/stockpricequote/fertilisers/rashtriyachemicalsfertilisers/RCF01,RCF01,fertilisers,rashtriyachemicalsfertilisers
374,http://www.moneycontrol.com/india/stockpricequote/steeltubespipes/ratnamanimetalstubes/RMT,RMT,steeltubespipes,ratnamanimetalstubes
375,http://www.moneycontrol.com/india/stockpricequote/powergenerationdistribution/rattanindiapower/IP09,IP09,powergenerationdistribution,rattanindiapower
376,http://www.moneycontrol.com/india/stockpricequote/textileswoollenworsted/raymond/R,R,textileswoollenworsted,raymond
377,http://www.moneycontrol.com/india/stockpricequote/banksprivatesector/rblbank/RB03,RB03,banksprivatesector,rblbank
378,http://www.moneycontrol.com/india/stockpricequote/financetermlendinginstitutions/ruralelectrificationcorporation/REC02,REC02,financetermlendinginstitutions,ruralelectrificationcorporation
379,http://www.moneycontrol.com/india/stockpricequote/computershardware/redingtonindia/RI37,RI37,computershardware,redingtonindia
380,http://www.moneycontrol.com/india/stockpricequote/financeinvestments/reliancecapital/RC,RC,financeinvestments,reliancecapital
381,http://www.moneycontrol.com/india/stockpricequote/leatherproducts/relaxofootwears/RF07,RF07,leatherproducts,relaxofootwears
382,http://www.moneycontrol.com/india/stockpricequote/refineries/relianceindustries/RI,RI,refineries,relianceindustries
383,http://www.moneycontrol.com/india/stockpricequote/telecommunicationsservice/reliancecommunications/RC13,RC13,telecommunicationsservice,reliancecommunications
384,http://www.moneycontrol.com/india/stockpricequote/powergenerationdistribution/relianceinfrastructure/RI38,RI38,powergenerationdistribution,relianceinfrastructure
385,http://www.moneycontrol.com/india/stockpricequote/shipping/reliancenavalengineering/PS04,PS04,shipping,reliancenavalengineering
386,http://www.moneycontrol.com/india/stockpricequote/powergenerationdistribution/reliancepower/RP,RP,powergenerationdistribution,reliancepower
387,http://www.moneycontrol.com/india/stockpricequote/financeinvestments/religareenterprises/RE09,RE09,financeinvestments,religareenterprises
388,http://www.moneycontrol.com/india/stockpricequote/financehousing/repcohomefinance/RHF,RHF,financehousing,repcohomefinance
389,http://www.moneycontrol.com/india/stockpricequote/computerssoftware/roltaindia/RI15,RI15,computerssoftware,roltaindia
390,http://www.moneycontrol.com/india/stockpricequote/chemicals/shkelkarcompany/KC17,KC17,chemicals,shkelkarcompany
391,http://www.moneycontrol.com/india/stockpricequote/infrastructuregeneral/sadbhavengineering/SE19,SE19,infrastructuregeneral,sadbhavengineering
392,http://www.moneycontrol.com/india/stockpricequote/steellarge/steelauthorityindia/SAI,SAI,steellarge,steelauthorityindia
393,http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/sanofiindia/AP26,AP26,pharmaceuticals,sanofiindia
394,http://www.moneycontrol.com/india/stockpricequote/bankspublicsector/statebankindia/SBI,SBI,bankspublicsector,statebankindia
395,http://www.moneycontrol.com/india/stockpricequote/bearings/schaefflerindia/FAG,FAG,bearings,schaefflerindia
396,http://www.moneycontrol.com/india/stockpricequote/powergenerationdistribution/schneiderelectricinfrastructure/SEI04,SEI04,powergenerationdistribution,schneiderelectricinfrastructure
397,http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/sequentscientific/PID01,PID01,pharmaceuticals,sequentscientific
398,http://www.moneycontrol.com/india/stockpricequote/pesticidesagrochemicals/shardacropchem/SC04,SC04,pesticidesagrochemicals,shardacropchem
399,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/sheelafoam/SF14,SF14,miscellaneous,sheelafoam
400,http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/shilpamedicare/SM19,SM19,pharmaceuticals,shilpamedicare
401,http://www.moneycontrol.com/india/stockpricequote/shipping/shippingcorporationindia/SCI,SCI,shipping,shippingcorporationindia
402,http://www.moneycontrol.com/india/stockpricequote/retail/shoppersstop/SS51,SS51,retail,shoppersstop
403,http://www.moneycontrol.com/india/stockpricequote/cementmajor/shreecements/SC12,SC12,cementmajor,shreecements
404,http://www.moneycontrol.com/india/stockpricequote/sugar/shreerenukasugars/SRS03,SRS03,sugar,shreerenukasugars
405,http://www.moneycontrol.com/india/stockpricequote/financeleasinghirepurchase/shriramcityunionfinance/SCU,SCU,financeleasinghirepurchase,shriramcityunionfinance
406,http://www.moneycontrol.com/india/stockpricequote/financeleasinghirepurchase/shriramtransportfinancecorporation/STF,STF,financeleasinghirepurchase,shriramtransportfinancecorporation
407,http://www.moneycontrol.com/india/stockpricequote/infrastructuregeneral/siemens/S,S,infrastructuregeneral,siemens
408,http://www.moneycontrol.com/india/stockpricequote/mediaentertainment/sitinetworks/WWI,WWI,mediaentertainment,sitinetworks
409,http://www.moneycontrol.com/india/stockpricequote/powergenerationdistribution/sjvn/S11,S11,powergenerationdistribution,sjvn
410,http://www.moneycontrol.com/india/stockpricequote/bearings/skfindia/SKF01,SKF01,bearings,skfindia
411,http://www.moneycontrol.com/india/stockpricequote/autolcvshcvs/smlisuzu/SM,SM,autolcvshcvs,smlisuzu
412,http://www.moneycontrol.com/india/stockpricequote/constructioncontractingrealestate/sobha/SD6,SD6,constructioncontractingrealestate,sobha
413,http://www.moneycontrol.com/india/stockpricequote/chemicals/solarindustriesindia/SII04,SII04,chemicals,solarindustriesindia
414,http://www.moneycontrol.com/india/stockpricequote/ceramicsgranite/somanyceramics/SC49,SC49,ceramicsgranite,somanyceramics
415,http://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/sonatasoftware/SS42,SS42,computerssoftwaremediumsmall,sonatasoftware
416,http://www.moneycontrol.com/india/stockpricequote/banksprivatesector/southindianbank/SIB,SIB,banksprivatesector,southindianbank
417,http://www.moneycontrol.com/india/stockpricequote/transportlogistics/spicejet/SJ01,SJ01,transportlogistics,spicejet
418,http://www.moneycontrol.com/india/stockpricequote/financeleasinghirepurchase/sreiinfrastructurefinance/SRE02,SRE02,financeleasinghirepurchase,sreiinfrastructurefinance
419,http://www.moneycontrol.com/india/stockpricequote/textilesmanmade/srf/SRF,SRF,textilesmanmade,srf
420,http://www.moneycontrol.com/india/stockpricequote/cablestelephone/sterlitetechnologies/ST20,ST20,cablestelephone,sterlitetechnologies
421,http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/stridesshasun/SA10,SA10,pharmaceuticals,stridesshasun
422,http://www.moneycontrol.com/india/stockpricequote/dyespigments/sudarshanchemicalindustries/SCI08,SCI08,dyespigments,sudarshanchemicalindustries
423,http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/sunpharmaceuticalindustries/SPI,SPI,pharmaceuticals,sunpharmaceuticalindustries
424,http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/sunpharmaadvancedresearchcompany/SPA,SPA,pharmaceuticals,sunpharmaadvancedresearchcompany
425,http://www.moneycontrol.com/india/stockpricequote/mediaentertainment/suntvnetwork/STN01,STN01,mediaentertainment,suntvnetwork
426,http://www.moneycontrol.com/india/stockpricequote/fasteners/sundramfasteners/SF23,SF23,fasteners,sundramfasteners
427,http://www.moneycontrol.com/india/stockpricequote/constructioncontractingrealestate/sunteckrealty/SR05,SR05,constructioncontractingrealestate,sunteckrealty
428,http://www.moneycontrol.com/india/stockpricequote/plastics/supremeindustries/SI48,SI48,plastics,supremeindustries
429,http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/suvenlifesciences/SLS01,SLS01,pharmaceuticals,suvenlifesciences
430,http://www.moneycontrol.com/india/stockpricequote/powergenerationdistribution/suzlonenergy/SE17,SE17,powergenerationdistribution,suzlonenergy
431,http://www.moneycontrol.com/india/stockpricequote/trading/swanenergy/SM09,SM09,trading,swanenergy
432,http://www.moneycontrol.com/india/stockpricequote/consumergoodswhitegoods/symphony/SCS04,SCS04,consumergoodswhitegoods,symphony
433,http://www.moneycontrol.com/india/stockpricequote/bankspublicsector/syndicatebank/SB9,SB9,bankspublicsector,syndicatebank
434,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/syngeneinternational/SI10,SI10,miscellaneous,syngeneinternational
435,http://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/takesolutions/TS09,TS09,computerssoftwaremediumsmall,takesolutions
